"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"HIVD","HIVD","","","",0,*,"","","","null {[]} {[]}
","HIV.D Care-Treatment Logical Model","Logical Model for HIV.D Care-Treatment data elements.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"HIVD.metabolicSymptoms","HIVD.metabolicSymptoms","","","",1,1,"","","","string {[]} {[]}
","Metabolic symptoms","Treatment-limiting toxicity due to metabolic symptoms (body fat changes, hyperglycaemia, dyslipidaemia)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE477
",,,,"HIVD.metabolicSymptoms",1,1,"",""
"HIVD.kidneyDysfunction","HIVD.kidneyDysfunction","","","",1,1,"","","","string {[]} {[]}
","Kidney dysfunction","Treatment-limiting toxicity due to kidney dysfunction (nephrolithiasis, renal insufficiency)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE478
",,,,"HIVD.kidneyDysfunction",1,1,"",""
"HIVD.unexpectedAdverseDrugReaction","HIVD.unexpectedAdverseDrugReaction","","","",1,1,"","","","string {[]} {[]}
","Unexpected adverse drug reaction","Client experienced an unexpected adverse drug reaction","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE479
",,,,"HIVD.unexpectedAdverseDrugReaction",1,1,"",""
"HIVD.unexpectedAdverseDrugReactionSpecify","HIVD.unexpectedAdverseDrugReactionSpecify","","","",1,1,"","","","string {[]} {[]}
","Unexpected adverse drug reaction (specify)","Specify the type of unexpected adverse drug reaction the client experienced","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE480
",,,,"HIVD.unexpectedAdverseDrugReactionSpecify",1,1,"",""
"HIVD.datesOfSubstitutionWithinFirstLineRegimen","HIVD.datesOfSubstitutionWithinFirstLineRegimen","","","",1,1,"","","","string {[]} {[]}
","Date(s) of substitution within first-line regimen","Date on which ARV drug regimen (one or more drugs) for client was changed within the first-line regimen (substitution)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE481
",,,,"HIVD.datesOfSubstitutionWithinFirstLineRegimen",1,1,"",""
"HIVD.reasonsForSubstitutionWithinFirstLineRegimen","HIVD.reasonsForSubstitutionWithinFirstLineRegimen","","","",1,1,"","","","string {[]} {[]}
","Reason(s) for substitution within first-line regimen","Reason(s) why one ore more drugs in clients first-line ARV drug regimen was changed (substituted)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE482
",,,,"HIVD.reasonsForSubstitutionWithinFirstLineRegimen",1,1,"",""
"HIVD.newAntiretroviralRegimenAfterSubstitutionWithinFirstLineRegimen","HIVD.newAntiretroviralRegimenAfterSubstitutionWithinFirstLineRegimen","","","",1,1,"","","","string {[]} {[]}
","New antiretroviral regimen after substitution within first-line regimen","New antiretroviral (ARV) drugs after client changed regimen within the first-line regimen","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE483
",,,,"HIVD.newAntiretroviralRegimenAfterSubstitutionWithinFirstLineRegimen",1,1,"",""
"HIVD.dateOfSwitchToSecondLineRegimen","HIVD.dateOfSwitchToSecondLineRegimen","","","",1,1,"","","","string {[]} {[]}
","Date of switch to second-line regimen","Date client was changed from a first-line to second-line ARV drug regimen (switch)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE484
",,,,"HIVD.dateOfSwitchToSecondLineRegimen",1,1,"",""
"HIVD.newRegimenAfterSwitchToSecondLineRegimen","HIVD.newRegimenAfterSwitchToSecondLineRegimen","","","",1,1,"","","","string {[]} {[]}
","New regimen after switch to second-line regimen","New ART regimen after switch to second-line ART regimen","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE485
",,,,"HIVD.newRegimenAfterSwitchToSecondLineRegimen",1,1,"",""
"HIVD.reasonForSwitchToSecondLineRegimen","HIVD.reasonForSwitchToSecondLineRegimen","","","",1,1,"","","","string {[]} {[]}
","Reason for switch to second-line regimen","Reason why client was switched from first- to second-line ARV drug regimen (see ""Reason for regimen switch"" for levels)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE486
",,,,"HIVD.reasonForSwitchToSecondLineRegimen",1,1,"",""
"HIVD.datesOfSubstitutionWithinSecondLineRegimen","HIVD.datesOfSubstitutionWithinSecondLineRegimen","","","",1,1,"","","","string {[]} {[]}
","Date(s) of substitution within second-line regimen","Date on which ARV drug regimen for client was changed within the second-line regimen (substitution)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE487
",,,,"HIVD.datesOfSubstitutionWithinSecondLineRegimen",1,1,"",""
"HIVD.reasonsForSubstitutionWithinSecondLineRegimen","HIVD.reasonsForSubstitutionWithinSecondLineRegimen","","","",1,1,"","","","string {[]} {[]}
","Reason(s) for substitution within second-line regimen","Reason(s) why client changed drug regimen (within the second-line)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE488
",,,,"HIVD.reasonsForSubstitutionWithinSecondLineRegimen",1,1,"",""
"HIVD.newRegimenSAfterSubstitutionWithinSecondLineRegimen","HIVD.newRegimenSAfterSubstitutionWithinSecondLineRegimen","","","",1,1,"","","","string {[]} {[]}
","New regimen(s) after substitution within second-line regimen","New ARV drugs after client changed regimen within the second- line regimen","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE489
",,,,"HIVD.newRegimenSAfterSubstitutionWithinSecondLineRegimen",1,1,"",""
"HIVD.dateOfSwitchToThirdLineRegimen","HIVD.dateOfSwitchToThirdLineRegimen","","","",1,1,"","","","string {[]} {[]}
","Date of switch to third-line regimen","Date client was changed from a second- to third-line ARV drug regimen (switch)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE490
",,,,"HIVD.dateOfSwitchToThirdLineRegimen",1,1,"",""
"HIVD.newRegimenAfterSwitchToThirdLineRegimen","HIVD.newRegimenAfterSwitchToThirdLineRegimen","","","",1,1,"","","","string {[]} {[]}
","New regimen after switch to third-line regimen","New ART regimen after switch to third-line ART regimen","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE491
",,,,"HIVD.newRegimenAfterSwitchToThirdLineRegimen",1,1,"",""
"HIVD.reasonForSwitchToThirdLineRegimen","HIVD.reasonForSwitchToThirdLineRegimen","","","",1,1,"","","","string {[]} {[]}
","Reason for switch to third-line regimen","Reason why client was switched from second- to third-line ARV drug regimen (see ""Reason for regimen switch"" for levels)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE492
",,,,"HIVD.reasonForSwitchToThirdLineRegimen",1,1,"",""
"HIVD.datesOfSubstitutionWithinThirdLineRegimen","HIVD.datesOfSubstitutionWithinThirdLineRegimen","","","",1,1,"","","","string {[]} {[]}
","Date(s) of substitution within third-line regimen","Date on which ARV drug regimen for client was changed within the third-line (substitution)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE493
",,,,"HIVD.datesOfSubstitutionWithinThirdLineRegimen",1,1,"",""
"HIVD.reasonsForSubstitutionWithinThirdLineRegimen","HIVD.reasonsForSubstitutionWithinThirdLineRegimen","","","",1,1,"","","","string {[]} {[]}
","Reason(s) for substitution within third-line regimen","Reason(s) why client changed drug regimen (within the third-line)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE494
",,,,"HIVD.reasonsForSubstitutionWithinThirdLineRegimen",1,1,"",""
"HIVD.newRegimenSAfterSubstitutionWithinThirdLineRegimen","HIVD.newRegimenSAfterSubstitutionWithinThirdLineRegimen","","","",1,1,"","","","string {[]} {[]}
","New regimen(s) after substitution within third-line regimen","New ARV drugs after client changed regimen within the third-line regimen","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE495
",,,,"HIVD.newRegimenSAfterSubstitutionWithinThirdLineRegimen",1,1,"",""
"HIVD.enhancedAdherenceCounsellingProvided","HIVD.enhancedAdherenceCounsellingProvided","","","",1,1,"","","","string {[]} {[]}
","Enhanced adherence counselling provided","Enhanced adherence counselling was provided to the client during the visit","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE496
",,,,"HIVD.enhancedAdherenceCounsellingProvided",1,1,"",""
"HIVD.firstEnhancedAdherenceCounsellingSessionCompleted","HIVD.firstEnhancedAdherenceCounsellingSessionCompleted","","","",1,1,"","","","string {[]} {[]}
","First enhanced adherence counselling session completed","A first enhanced adherence counselling was provided to the client during the visit","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE497
",,,,"HIVD.firstEnhancedAdherenceCounsellingSessionCompleted",1,1,"",""
"HIVD.dateOfFirstEnhancedAdherenceCounsellingSessionCompleted","HIVD.dateOfFirstEnhancedAdherenceCounsellingSessionCompleted","","","",1,1,"","","","string {[]} {[]}
","Date of first enhanced adherence counselling session completed","The date on which the first enhanced adherence counselling was provided to the client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE498
",,,,"HIVD.dateOfFirstEnhancedAdherenceCounsellingSessionCompleted",1,1,"",""
"HIVD.secondEnhancedAdherenceCounsellingSessionCompleted","HIVD.secondEnhancedAdherenceCounsellingSessionCompleted","","","",1,1,"","","","string {[]} {[]}
","Second enhanced adherence counselling session completed","A second enhanced adherence counselling was provided to the client during the visit","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE499
",,,,"HIVD.secondEnhancedAdherenceCounsellingSessionCompleted",1,1,"",""
"HIVD.dateOfSecondEnhancedAdherenceCounsellingSessionCompleted","HIVD.dateOfSecondEnhancedAdherenceCounsellingSessionCompleted","","","",1,1,"","","","string {[]} {[]}
","Date of second enhanced adherence counselling session completed","The date on which the second enhanced adherence counselling was provided to the client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE500
",,,,"HIVD.dateOfSecondEnhancedAdherenceCounsellingSessionCompleted",1,1,"",""
"HIVD.thirdEnhancedAdherenceCounsellingSessionCompleted","HIVD.thirdEnhancedAdherenceCounsellingSessionCompleted","","","",1,1,"","","","string {[]} {[]}
","Third enhanced adherence counselling session completed","A third enhanced adherence counselling was provided to the client during the visit","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE501
",,,,"HIVD.thirdEnhancedAdherenceCounsellingSessionCompleted",1,1,"",""
"HIVD.dateOfThirdEnhancedAdherenceCounsellingSessionCompleted","HIVD.dateOfThirdEnhancedAdherenceCounsellingSessionCompleted","","","",1,1,"","","","string {[]} {[]}
","Date of third enhanced adherence counselling session completed","The date on which the third enhanced adherence counselling was provided to the client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE502
",,,,"HIVD.dateOfThirdEnhancedAdherenceCounsellingSessionCompleted",1,1,"",""
"HIVD.nameOfTreatmentSupporter","HIVD.nameOfTreatmentSupporter","","","",1,1,"","","","string {[]} {[]}
","Name of treatment supporter","Full name of person providing support to client for adherence, care, treatment and other needs (e.g. ARV pick-up if ill)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE503
",,,,"HIVD.nameOfTreatmentSupporter",1,1,"",""
"HIVD.addressOfTreatmentSupporter","HIVD.addressOfTreatmentSupporter","","","",1,1,"","","","string {[]} {[]}
","Address of treatment supporter","Full address or description of home of treatment supporter","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE504
",,,,"HIVD.addressOfTreatmentSupporter",1,1,"",""
"HIVD.telephoneNumberOfTreatmentSupporter","HIVD.telephoneNumberOfTreatmentSupporter","","","",1,1,"","","","string {[]} {[]}
","Telephone number of treatment supporter","Telephone number if available, or else telephone number of neighbour/friend","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE505
",,,,"HIVD.telephoneNumberOfTreatmentSupporter",1,1,"",""
"HIVD.homeBasedCareProvider","HIVD.homeBasedCareProvider","","","",1,1,"","","","string {[]} {[]}
","Home-based care provider","Name of individual or organization that provides home-based care to client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE506
",,,,"HIVD.homeBasedCareProvider",1,1,"",""
"HIVD.counsellingProvidedOnDiagnoses","HIVD.counsellingProvidedOnDiagnoses","","","",1,1,"","","","string {[]} {[]}
","Counselling provided on diagnoses","Counselling provided on diagnoses","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE507
",,,,"HIVD.counsellingProvidedOnDiagnoses",1,1,"",""
"HIVD.hepatitisBPositiveCounsellingConducted","HIVD.hepatitisBPositiveCounsellingConducted","","","",1,1,"","","","string {[]} {[]}
","Hepatitis B positive counselling conducted","Whether counselling was provided to a client who has been diagnosed with hepatitis B","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE508
",,,,"HIVD.hepatitisBPositiveCounsellingConducted",1,1,"",""
"HIVD.hepatitisCPositiveCounsellingConducted","HIVD.hepatitisCPositiveCounsellingConducted","","","",1,1,"","","","string {[]} {[]}
","Hepatitis C positive counselling conducted","Whether counselling was provided to a client who has been diagnosed with hepatitis C","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE509
",,,,"HIVD.hepatitisCPositiveCounsellingConducted",1,1,"",""
"HIVD.syphilisCounsellingAndTreatment","HIVD.syphilisCounsellingAndTreatment","","","",1,1,"","","","string {[]} {[]}
","Syphilis counselling and treatment","Whether counselling and treatment was provided to a client who has been diagnosed with syphilis","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE510
",,,,"HIVD.syphilisCounsellingAndTreatment",1,1,"",""
"HIVD.syphilisCounsellingTreatmentAndFurtherTesting","HIVD.syphilisCounsellingTreatmentAndFurtherTesting","","","",1,1,"","","","string {[]} {[]}
","Syphilis counselling, treatment and further testing","Whether counselling and treatment was provided to a client who has been diagnosed with syphilis. Additional testing (RPR test) recommended.","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE511
",,,,"HIVD.syphilisCounsellingTreatmentAndFurtherTesting",1,1,"",""
"HIVD.acceptedPartnerServices","HIVD.acceptedPartnerServices","","","",1,1,"","","","string {[]} {[]}
","Accepted partner services","Client accepted offer for partner services","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE512
",,,,"HIVD.acceptedPartnerServices",1,1,"",""
"HIVD.hivTestingForPartnersAndBiologicalChildren","HIVD.hivTestingForPartnersAndBiologicalChildren","","","",1,1,"","","","string {[]} {[]}
","HIV testing for partners and biological children","Offer voluntary testing for all partners and biological children of positive cases (includes partner services and index case testing), as well as partners and social contacts of people from key populations, where appropriate","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE513
",,,,"HIVD.hivTestingForPartnersAndBiologicalChildren",1,1,"",""
"HIVD.hivStatusOfFamilyMember","HIVD.hivStatusOfFamilyMember","","","",1,1,"","","","string {[]} {[]}
","HIV status of family member","HIV status of each family member at time of patients enrolment, including partner (for mothers)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE514
",,,,"HIVD.hivStatusOfFamilyMember",1,1,"",""
"HIVD.uniqueIdOfFamilyMember","HIVD.uniqueIdOfFamilyMember","","","",1,1,"","","","string {[]} {[]}
","Unique ID of family member","Unique ID number of each family member if enrolled in HIV care according to national guidelines (see unique ID number)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE515
",,,,"HIVD.uniqueIdOfFamilyMember",1,1,"",""
"HIVD.dateOfDeathOfFamilyMember","HIVD.dateOfDeathOfFamilyMember","","","",1,1,"","","","string {[]} {[]}
","Date of death of family member","Date of death for each family member as appropriate","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE516
",,,,"HIVD.dateOfDeathOfFamilyMember",1,1,"",""
"HIVD.offeredVoluntaryPartnerServices","HIVD.offeredVoluntaryPartnerServices","","","",1,1,"","","","string {[]} {[]}
","Offered voluntary partner services","Whether the client was offered voluntary partner services or family services","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE517
",,,,"HIVD.offeredVoluntaryPartnerServices",1,1,"",""
